elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/5/2024,"KAY","KAY COUNTY",20003,"SUPREME COURT DISTRICT 3",,30,30,1,"YES",,280,1189,5624,7093,,
11/5/2024,"KAY","KAY COUNTY",20003,"SUPREME COURT DISTRICT 3",,30,30,2,"NO",,243,1826,6615,8684,,
11/5/2024,"KAY","KAY COUNTY",20004,"SUPREME COURT DISTRICT 4",,30,30,1,"YES",,267,1178,5558,7003,,
11/5/2024,"KAY","KAY COUNTY",20004,"SUPREME COURT DISTRICT 4",,30,30,2,"NO",,256,1835,6648,8739,,
11/5/2024,"KAY","KAY COUNTY",20007,"SUPREME COURT DISTRICT 7",,30,30,1,"YES",,271,1216,5794,7281,,
11/5/2024,"KAY","KAY COUNTY",20007,"SUPREME COURT DISTRICT 7",,30,30,2,"NO",,254,1793,6427,8474,,
11/5/2024,"KAY","KAY COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,30,30,1,"YES",,305,1771,7463,9539,,
11/5/2024,"KAY","KAY COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,30,30,2,"NO",,209,1168,4620,5997,,
11/5/2024,"KAY","KAY COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,30,30,1,"YES",,319,1818,7584,9721,,
11/5/2024,"KAY","KAY COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,30,30,2,"NO",,198,1112,4479,5789,,
11/5/2024,"KAY","KAY COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,30,30,1,"YES",,316,1522,6561,8399,,
11/5/2024,"KAY","KAY COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,30,30,2,"NO",,199,1404,5483,7086,,
11/5/2024,"KAY","KAY COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,30,30,1,"YES",,305,1802,7435,9542,,
11/5/2024,"KAY","KAY COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,30,30,2,"NO",,210,1119,4593,5922,,
11/5/2024,"KAY","KAY COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,30,30,1,"YES",,308,1814,7557,9679,,
11/5/2024,"KAY","KAY COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,30,30,2,"NO",,206,1098,4409,5713,,
11/5/2024,"KAY","KAY COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,30,30,1,"YES",,306,1787,7413,9506,,
11/5/2024,"KAY","KAY COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,30,30,2,"NO",,207,1127,4559,5893,,
11/5/2024,"KAY","KAY COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,30,30,1,"YES",,305,1495,6487,8287,,
11/5/2024,"KAY","KAY COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,30,30,2,"NO",,208,1415,5481,7104,,
11/5/2024,"KAY","KAY COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,30,30,1,"YES",,304,1544,6656,8504,,
11/5/2024,"KAY","KAY COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,30,30,2,"NO",,207,1360,5310,6877,,
11/5/2024,"KAY","KAY COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,30,30,1,"YES",,309,1535,6590,8434,,
11/5/2024,"KAY","KAY COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,30,30,2,"NO",,204,1378,5383,6965,,
11/5/2024,"KAY","KAY COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,30,30,1,"FOR THE PROPOSAL - YES",,234,1131,4959,6324,,
11/5/2024,"KAY","KAY COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,30,30,2,"AGAINST THE PROPOSAL - NO",,305,1939,7393,9637,,
11/5/2024,"KAY","KAY COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,30,30,1,"FOR THE PROPOSAL - YES",,450,2701,10883,14034,,
11/5/2024,"KAY","KAY COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,30,30,2,"AGAINST THE PROPOSAL - NO",,121,434,1691,2246,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,7,21,28,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,2,"DONALD J. TRUMP | JD VANCE",REP,135,1652,3958,5745,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,3,"KAMALA D. HARRIS | TIM WALZ",DEM,53,270,600,923,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,1,10,35,46,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,5,"CHRIS GARRITY | CODY BALLARD",IND,1,3,8,12,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,1,"CHAD WILLIAMS",LIB,11,92,308,411,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,2,"J. BRIAN BINGMAN",REP,127,1578,3736,5441,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,3,"HAROLD D SPRADLING",DEM,39,242,499,780,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10074,"FOR STATE REPRESENTATIVE DISTRICT 41",,1,1,1,"DENISE CROSSWHITE HADER",REP,23,121,555,699,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10074,"FOR STATE REPRESENTATIVE DISTRICT 41",,1,1,2,"MIKE BOCKUS",DEM,8,17,110,135,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10400,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,1,"MIKE SPARKS",REP,43,283,1157,1483,KINGFISHER
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",10400,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,2,"DAVID ROLLER",DEM,18,58,188,264,KINGFISHER
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20003,"SUPREME COURT DISTRICT 3",,12,12,1,"YES",,78,607,1717,2402,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20003,"SUPREME COURT DISTRICT 3",,12,12,2,"NO",,95,1236,2673,4004,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20004,"SUPREME COURT DISTRICT 4",,12,12,1,"YES",,78,599,1671,2348,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20004,"SUPREME COURT DISTRICT 4",,12,12,2,"NO",,96,1231,2705,4032,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20007,"SUPREME COURT DISTRICT 7",,12,12,1,"YES",,77,618,1808,2503,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20007,"SUPREME COURT DISTRICT 7",,12,12,2,"NO",,96,1218,2579,3893,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,12,12,1,"YES",,99,950,2396,3445,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,12,12,2,"NO",,67,860,1914,2841,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,12,12,1,"YES",,98,959,2412,3469,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,12,12,2,"NO",,66,853,1876,2795,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,12,12,1,"YES",,88,870,2159,3117,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,12,12,2,"NO",,76,939,2128,3143,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,12,12,1,"YES",,92,956,2407,3455,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,12,12,2,"NO",,73,840,1850,2763,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,12,12,1,"YES",,92,954,2398,3444,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,12,12,2,"NO",,74,839,1844,2757,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,12,12,1,"YES",,97,946,2383,3426,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,12,12,2,"NO",,67,841,1869,2777,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,12,12,1,"YES",,97,854,2085,3036,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,12,12,2,"NO",,68,938,2153,3159,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,12,12,1,"YES",,94,873,2213,3180,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,12,12,2,"NO",,70,916,2033,3019,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,12,12,1,"YES",,88,877,2148,3113,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,12,12,2,"NO",,76,913,2093,3082,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,12,12,1,"FOR THE PROPOSAL - YES",,65,632,1462,2159,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,12,12,2,"AGAINST THE PROPOSAL - NO",,111,1219,2926,4256,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,12,12,1,"FOR THE PROPOSAL - YES",,163,1670,3942,5775,,
11/5/2024,"KINGFISHER","KINGFISHER COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,12,12,2,"AGAINST THE PROPOSAL - NO",,22,220,529,771,,
11/5/2024,"KIOWA","KIOWA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,0,9,9,,
11/5/2024,"KIOWA","KIOWA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,2,"DONALD J. TRUMP | JD VANCE",REP,95,599,1875,2569,,
11/5/2024,"KIOWA","KIOWA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,3,"KAMALA D. HARRIS | TIM WALZ",DEM,43,172,443,658,,
11/5/2024,"KIOWA","KIOWA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,1,3,27,31,,
11/5/2024,"KIOWA","KIOWA COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,12,12,5,"CHRIS GARRITY | CODY BALLARD",IND,0,3,8,11,,
11/5/2024,"KIOWA","KIOWA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,1,"CHAD WILLIAMS",LIB,5,35,124,164,,
11/5/2024,"KIOWA","KIOWA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,2,"J. BRIAN BINGMAN",REP,88,571,1775,2434,,
11/5/2024,"KIOWA","KIOWA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,3,"HAROLD D SPRADLING",DEM,39,150,413,602,,
11/5/2024,"KIOWA","KIOWA COUNTY",10096,"FOR STATE REPRESENTATIVE DISTRICT 63",,5,5,1,"TREY CALDWELL",REP,26,109,638,773,,
11/5/2024,"KIOWA","KIOWA COUNTY",10096,"FOR STATE REPRESENTATIVE DISTRICT 63",,5,5,2,"SHYKIRA SMITH",DEM,12,30,140,182,,
11/5/2024,"KIOWA","KIOWA COUNTY",10401,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,1,"BRENT STRAUB",REP,23,227,396,646,KIOWA
11/5/2024,"KIOWA","KIOWA COUNTY",10401,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,4,4,2,"RICKY McCOLLOM",IND,23,131,318,472,KIOWA
11/5/2024,"KIOWA","KIOWA COUNTY",20003,"SUPREME COURT DISTRICT 3",,12,12,1,"YES",,64,319,1009,1392,,
11/5/2024,"KIOWA","KIOWA COUNTY",20003,"SUPREME COURT DISTRICT 3",,12,12,2,"NO",,61,384,1188,1633,,
11/5/2024,"KIOWA","KIOWA COUNTY",20004,"SUPREME COURT DISTRICT 4",,12,12,1,"YES",,65,316,994,1375,,
11/5/2024,"KIOWA","KIOWA COUNTY",20004,"SUPREME COURT DISTRICT 4",,12,12,2,"NO",,60,388,1202,1650,,
11/5/2024,"KIOWA","KIOWA COUNTY",20007,"SUPREME COURT DISTRICT 7",,12,12,1,"YES",,62,329,1086,1477,,
11/5/2024,"KIOWA","KIOWA COUNTY",20007,"SUPREME COURT DISTRICT 7",,12,12,2,"NO",,63,375,1109,1547,,
11/5/2024,"KIOWA","KIOWA COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,12,12,1,"YES",,70,407,1294,1771,,
11/5/2024,"KIOWA","KIOWA COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,12,12,2,"NO",,49,273,851,1173,,
11/5/2024,"KIOWA","KIOWA COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,12,12,1,"YES",,70,414,1307,1791,,
11/5/2024,"KIOWA","KIOWA COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,12,12,2,"NO",,48,250,834,1132,,
11/5/2024,"KIOWA","KIOWA COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,12,12,1,"YES",,68,386,1248,1702,,
11/5/2024,"KIOWA","KIOWA COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,12,12,2,"NO",,50,279,894,1223,,
11/5/2024,"KIOWA","KIOWA COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,12,12,1,"YES",,72,413,1372,1857,,
11/5/2024,"KIOWA","KIOWA COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,12,12,2,"NO",,48,253,780,1081,,
11/5/2024,"KIOWA","KIOWA COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,12,12,1,"YES",,70,403,1345,1818,,
11/5/2024,"KIOWA","KIOWA COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,12,12,2,"NO",,50,261,805,1116,,
11/5/2024,"KIOWA","KIOWA COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,12,12,1,"YES",,69,406,1328,1803,,
11/5/2024,"KIOWA","KIOWA COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,12,12,2,"NO",,51,258,816,1125,,
11/5/2024,"KIOWA","KIOWA COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,12,12,1,"YES",,66,370,1216,1652,,
11/5/2024,"KIOWA","KIOWA COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,12,12,2,"NO",,54,292,929,1275,,
11/5/2024,"KIOWA","KIOWA COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,12,12,1,"YES",,68,385,1288,1741,,
11/5/2024,"KIOWA","KIOWA COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,12,12,2,"NO",,52,275,854,1181,,
11/5/2024,"KIOWA","KIOWA COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,12,12,1,"YES",,66,385,1253,1704,,
11/5/2024,"KIOWA","KIOWA COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,12,12,2,"NO",,53,276,894,1223,,
11/5/2024,"KIOWA","KIOWA COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,12,12,1,"FOR THE PROPOSAL - YES",,54,279,969,1302,,
11/5/2024,"KIOWA","KIOWA COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,12,12,2,"AGAINST THE PROPOSAL - NO",,66,431,1241,1738,,
11/5/2024,"KIOWA","KIOWA COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,12,12,1,"FOR THE PROPOSAL - YES",,109,654,2020,2783,,
11/5/2024,"KIOWA","KIOWA COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,12,12,2,"AGAINST THE PROPOSAL - NO",,18,81,244,343,,
11/5/2024,"LATIMER","LATIMER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,4,3,7,,
11/5/2024,"LATIMER","LATIMER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,2,"DONALD J. TRUMP | JD VANCE",REP,77,775,2504,3356,,
11/5/2024,"LATIMER","LATIMER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,3,"KAMALA D. HARRIS | TIM WALZ",DEM,39,175,467,681,,
11/5/2024,"LATIMER","LATIMER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,4,4,19,27,,
11/5/2024,"LATIMER","LATIMER COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,13,13,5,"CHRIS GARRITY | CODY BALLARD",IND,0,0,8,8,,
11/5/2024,"LATIMER","LATIMER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,13,13,1,"CHAD WILLIAMS",LIB,3,29,151,183,,
11/5/2024,"LATIMER","LATIMER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,13,13,2,"J. BRIAN BINGMAN",REP,70,724,2268,3062,,
11/5/2024,"LATIMER","LATIMER COUNTY",10002,"FOR CORPORATION COMMISSIONER",,13,13,3,"HAROLD D SPRADLING",DEM,37,178,507,722,,
11/5/2024,"LATIMER","LATIMER COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,13,13,1,"JOSH BRECHEEN",REP,72,748,2335,3155,,
11/5/2024,"LATIMER","LATIMER COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,13,13,2,"BRANDON WADE",DEM,36,176,501,713,,
11/5/2024,"LATIMER","LATIMER COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,13,13,3,"RONNIE HOPKINS",IND,3,16,109,128,,
11/5/2024,"LATIMER","LATIMER COUNTY",10011,"FOR STATE SENATOR DISTRICT 7",,13,13,1,"WARREN D HAMILTON",REP,76,750,2346,3172,,
11/5/2024,"LATIMER","LATIMER COUNTY",10011,"FOR STATE SENATOR DISTRICT 7",,13,13,2,"JERRY L. DONATHAN",DEM,38,192,604,834,,
11/5/2024,"LATIMER","LATIMER COUNTY",10402,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,6,6,1,"JADEN PAUL PETTY",REP,23,166,759,948,LATIMER
11/5/2024,"LATIMER","LATIMER COUNTY",10402,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,6,6,2,"JERRY JILES",DEM,10,57,373,440,LATIMER
11/5/2024,"LATIMER","LATIMER COUNTY",20003,"SUPREME COURT DISTRICT 3",,13,13,1,"YES",,54,374,1147,1575,,
11/5/2024,"LATIMER","LATIMER COUNTY",20003,"SUPREME COURT DISTRICT 3",,13,13,2,"NO",,52,460,1590,2102,,
11/5/2024,"LATIMER","LATIMER COUNTY",20004,"SUPREME COURT DISTRICT 4",,13,13,1,"YES",,53,376,1117,1546,,
11/5/2024,"LATIMER","LATIMER COUNTY",20004,"SUPREME COURT DISTRICT 4",,13,13,2,"NO",,54,460,1614,2128,,
11/5/2024,"LATIMER","LATIMER COUNTY",20007,"SUPREME COURT DISTRICT 7",,13,13,1,"YES",,55,402,1226,1683,,
11/5/2024,"LATIMER","LATIMER COUNTY",20007,"SUPREME COURT DISTRICT 7",,13,13,2,"NO",,52,432,1515,1999,,
11/5/2024,"LATIMER","LATIMER COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,13,13,1,"YES",,61,469,1542,2072,,
11/5/2024,"LATIMER","LATIMER COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,13,13,2,"NO",,40,336,1098,1474,,
11/5/2024,"LATIMER","LATIMER COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,13,13,1,"YES",,71,456,1426,1953,,
11/5/2024,"LATIMER","LATIMER COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,13,13,2,"NO",,30,346,1196,1572,,
11/5/2024,"LATIMER","LATIMER COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,13,13,1,"YES",,62,419,1305,1786,,
11/5/2024,"LATIMER","LATIMER COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,13,13,2,"NO",,39,376,1310,1725,,
11/5/2024,"LATIMER","LATIMER COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,13,13,1,"YES",,59,471,1546,2076,,
11/5/2024,"LATIMER","LATIMER COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,13,13,2,"NO",,41,322,1080,1443,,
11/5/2024,"LATIMER","LATIMER COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,13,13,1,"YES",,66,475,1549,2090,,
11/5/2024,"LATIMER","LATIMER COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,13,13,2,"NO",,34,316,1068,1418,,
11/5/2024,"LATIMER","LATIMER COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,13,13,1,"YES",,58,478,1566,2102,,
11/5/2024,"LATIMER","LATIMER COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,13,13,2,"NO",,42,313,1056,1411,,
11/5/2024,"LATIMER","LATIMER COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,13,13,1,"YES",,61,420,1308,1789,,
11/5/2024,"LATIMER","LATIMER COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,13,13,2,"NO",,38,350,1271,1659,,
11/5/2024,"LATIMER","LATIMER COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,13,13,1,"YES",,56,379,1343,1778,,
11/5/2024,"LATIMER","LATIMER COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,13,13,2,"NO",,39,297,1081,1417,,
11/5/2024,"LATIMER","LATIMER COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,13,13,1,"YES",,58,365,1211,1634,,
11/5/2024,"LATIMER","LATIMER COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,13,13,2,"NO",,35,309,1205,1549,,
11/5/2024,"LATIMER","LATIMER COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,13,13,1,"FOR THE PROPOSAL - YES",,41,274,876,1191,,
11/5/2024,"LATIMER","LATIMER COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,13,13,2,"AGAINST THE PROPOSAL - NO",,62,577,1874,2513,,
11/5/2024,"LATIMER","LATIMER COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,13,13,1,"FOR THE PROPOSAL - YES",,98,792,2461,3351,,
11/5/2024,"LATIMER","LATIMER COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,13,13,2,"AGAINST THE PROPOSAL - NO",,16,106,367,489,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,37,37,1,"CHASE OLIVER | MIKE TER MAAT",LIB,5,9,54,68,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,37,37,2,"DONALD J. TRUMP | JD VANCE",REP,293,3328,11712,15333,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,37,37,3,"KAMALA D. HARRIS | TIM WALZ",DEM,167,783,2234,3184,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,37,37,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,3,11,105,119,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,37,37,5,"CHRIS GARRITY | CODY BALLARD",IND,0,3,47,50,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,37,37,1,"CHAD WILLIAMS",LIB,28,155,753,936,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,37,37,2,"J. BRIAN BINGMAN",REP,274,3173,10804,14251,,
11/5/2024,"LEFLORE","LEFLORE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,37,37,3,"HAROLD D SPRADLING",DEM,150,747,2288,3185,,
